"IAF" "IV" "DW"
"IPR013805" 12.1275415954652 0.04 0.48510166381861
"IPR025925" 18.1153740453075 1 18.1153740453075
"IPR008976" 12.6315582680432 0.0357142857142857 0.451127081001545
"IPR000323" 14.2837501084868 0.2 2.85675002169735
"IPR000089" 8.85195811775029 0.0555555555555556 0.491775450986127
"IPR004898" 15.0687956786872 0.125 1.8835994598359
"IPR013843" 14.9000837396563 0.333333333333333 4.96669457988542
"IPR011016" 12.004499283843 0.0833333333333333 1.00037494032025
"IPR014868" 14.7196257171285 0.25 3.67990642928212
"IPR006583" 15.2302878200173 0.0833333333333333 1.26919065166811
"IPR012533" 15.3820197046937 0.25 3.84550492617342
"IPR004028" 15.7648767982234 0.125 1.97060959977792
"IPR023196" 16.7162029514877 0.333333333333333 5.57206765049589
"IPR000536" 10.5510339873219 0.125 1.31887924841524
"IPR013201" 11.7790906574431 0.0769230769230769 0.90608389672639
"IPR018473" 20.0449847174161 0.5 10.0224923587081
"IPR001135" 11.6171231777797 0.111111111111111 1.29079146419774
"IPR025711" 12.0157632333466 0.04 0.480630529333864
"IPR025402" 16.0110373854928 0.25 4.00275934637319
"IPR015966" 17.2977507877961 0.5 8.64887539389804
"IPR007627" 9.18249495014295 0.037037037037037 0.34009240556085
"IPR023633" 12.1272574605474 0.125 1.51590718256842
"IPR014773" 15.3471897205306 0.25 3.83679743013264
"IPR009254" 16.0492848548497 0.1 1.60492848548497
"IPR009639" 19.3080191232499 1 19.3080191232499
"IPR007695" 12.0611767509187 0.142857142857143 1.72302525013124
"IPR019518" 17.5918120892505 0.5 8.79590604462525
"IPR003757" 15.0257911521828 0.333333333333333 5.0085970507276
"IPR004457" 13.3203084626479 0.25 3.33007711566197
"IPR015853" 15.1266893585353 0.333333333333333 5.04222978617845
"IPR021968" 15.208483449699 0.5 7.60424172484949
"IPR000606" 13.0063269676068 0.025 0.32515817419017
"IPR005568" 16.292643897363 1 16.292643897363
"IPR011649" 15.9943586443461 1 15.9943586443461
"IPR013855" 15.0492848548497 0.333333333333333 5.01642828494991
"IPR009234" 17.7648767982234 0.333333333333333 5.92162559940779
"IPR007737" 12.0265858065906 0.111111111111111 1.3362873118434
"IPR007656" 16.8225922960797 0.333333333333333 5.60753076535989
"IPR009799" 14.0622627088479 0.2 2.81245254176959
"IPR023118" 19.483105829808 1 19.483105829808
"IPR008946" 10.0957833169496 0.0476190476190476 0.480751586521411
"IPR000157" 10.0430404293608 0.00617283950617284 0.0619940767244494
"IPR009084" 15.9059206796786 0.25 3.97648016991964
"IPR009034" 15.9575218761658 0.2 3.19150437523315
"IPR010902" 15.9374562531117 0.25 3.98436406327792
"IPR025969" 16.2327309959457 0.166666666666667 2.70545516599094
"IPR013575" 13.9444475200201 0.25 3.48611188000503
"IPR022967" 8.56696150426335 0.0104166666666667 0.0892391823360766
"IPR014810" 16.1518999213326 0.166666666666667 2.6919833202221
"IPR013021" 14.3196590388058 1 14.3196590388058
"IPR003680" 11.5317271006322 0.1 1.15317271006322
"IPR020011" 15.2302878200173 0.142857142857143 2.17575540285962
"IPR024581" 17.0279112040572 0.5 8.51395560202858
"IPR009075" 8.49149255529405 0.0227272727272727 0.192988467165774
"IPR003834" 12.0617196277044 0.125 1.50771495346304
"IPR018163" 10.8784031590482 0.0294117647058824 0.319953034089652
"IPR003498" 16.506564802632 0.5 8.25328240131599
"IPR024810" 14.8865553548116 0.2 2.97731107096232
"IPR003382" 9.89499571761228 0.0416666666666667 0.412291488233845
"IPR024066" 12.9464512634546 0.125 1.61830640793182
"IPR023099" 17.6171231777797 0.333333333333333 5.87237439259323
"IPR009040" 11.4241539687401 0.0625 0.714009623046257
"IPR006094" 10.1426813913032 0.0769230769230769 0.78020626086948
"IPR019993" 15.7508016130116 0.333333333333333 5.25026720433722
"IPR005120" 15.8152503207385 0.1 1.58152503207385
"IPR008217" 13.0628059945034 0.111111111111111 1.45142288827815
"IPR007094" 9.57737916733311 0.0256410256410256 0.245573824803413
"IPR015220" 17.0535978477208 0.25 4.2633994619302
"IPR003135" 12.0924514562519 0.125 1.51155643203148
"IPR003857" 15.7755240424229 0.5 7.88776202121144
"IPR012959" 16.3820197046937 0.2 3.27640394093874
"IPR017911" 14.0579237731236 0.333333333333333 4.6859745910412
"IPR006671" 11.4320284836309 0.0833333333333333 0.952669040302577
"IPR026000" 15.5793211450673 0.166666666666667 2.59655352417788
"IPR013557" 14.7988662262044 0.0909090909090909 1.34535147510949
"IPR013894" 16.1108726530726 0.125 2.01385908163407
"IPR002588" 13.8052157273597 0.0666666666666667 0.920347715157312
"IPR002192" 12.1224357091417 0.0833333333333333 1.01020297576181
"IPR018568" 19.2278487745659 1 19.2278487745659
"IPR024721" 18.1705155995 0.333333333333333 6.05683853316665
"IPR007949" 15.7403346139606 0.0666666666666667 1.04935564093071
"IPR015895" 11.8329805763176 0.333333333333333 3.94432685877253
"IPR012983" 15.3105976673517 0.0909090909090909 1.39187251521379
"IPR004188" 12.3983831509026 0.333333333333333 4.13279438363419
"IPR001090" 12.684921493642 0.125 1.58561518670525
"IPR019087" 16.2977507877961 0.0434782608695652 0.70859786033896
"IPR004919" 12.9314905862753 0.0833333333333333 1.07762421552294
"IPR000372" 10.7879336775827 0.0158730158730159 0.171237042501312
"IPR000738" 12.5773791673331 0.0666666666666667 0.838491944488874
"IPR025883" 15.0885739859638 0.0172413793103448 0.260147827344203
"IPR015230" 21.8523396394737 0.5 10.9261698197369
"IPR025057" 17.8225922960797 1 17.8225922960797
"IPR004177" 13.7144946090253 0.05 0.685724730451266
"IPR023234" 12.879838438597 0.125 1.60997980482463
"IPR012850" 15.4773002081268 0.2 3.09546004162536
"IPR007185" 14.3327033866305 0.0625 0.895793961664406
"IPR018905" 15.2254138456489 0.0185185185185185 0.281952108252757
"IPR021051" 20.1893746267513 1 20.1893746267513
"IPR018500" 16.0321606770585 0.5 8.01608033852926
"IPR025827" 12.5738901812532 0.0384615384615385 0.483611160817432
"IPR013551" 13.1722731977367 0.2 2.63445463954734
"IPR010400" 13.6147313092447 0.125 1.70184141365559
"IPR025743" 14.1063852620803 0.142857142857143 2.01519789458289
"IPR007134" 16.0797501355768 0.5 8.03987506778839
"IPR024560" 14.2266307964092 0.5 7.11331539820462
"IPR024080" 12.6949927041109 0.0833333333333333 1.05791605867591
"IPR008211" 12.4621706832735 0.05 0.623108534163676
"IPR021035" 14.7213401499397 1 14.7213401499397
"IPR019814" 10.8152503207385 0.2 2.1630500641477
"IPR018927" 15.8674465318639 0.2 3.17348930637278
"IPR006614" 13.9635963905755 0.1 1.39635963905755
"IPR004005" 11.2400854470848 0.25 2.8100213617712
"IPR000937" 13.4999283200027 1 13.4999283200027
"IPR001986" 9.49368843858082 0.1 0.949368843858082
"IPR020546" 10.0467301027234 0.125 1.25584126284042
"IPR006091" 8.69349330809609 0.0909090909090909 0.790317573463281
"IPR007646" 11.5565707050532 0.2 2.31131414101064
"IPR002625" 10.7130014669853 0.04 0.428520058679412
"IPR011258" 11.3823587236215 0.25 2.84558968090539
"IPR025283" 17.2376297953585 0.5 8.61881489767925
"IPR023179" 12.829047318217 0.111111111111111 1.42544970202411
"IPR010656" 11.6656063503448 0.0714285714285714 0.833257596453203
"IPR014835" 16.7093816856317 1 16.7093816856317
"IPR014893" 14.7666458910764 0.1 1.47666458910764
"IPR000468" 12.5871153025491 0.166666666666667 2.09785255042485
"IPR020864" 12.8726762773995 0.024390243902439 0.313967714082915
"IPR018913" 15.0731674851868 0.0833333333333333 1.25609729043223
"IPR024608" 17.208483449699 0.25 4.30212086242475
"IPR003032" 14.1255538251899 0.0625 0.882847114074369
"IPR025839" 16.1472832932622 0.142857142857143 2.30675475618032
"IPR004352" 15.1611777349206 0.125 1.89514721686508
"IPR007892" 15.4066350039479 0.1 1.54066350039479
"IPR023360" 15.6625150805937 0.25 3.91562877014842
"IPR006911" 15.8523396394737 0.5 7.92616981973686
"IPR023286" 14.6123433996663 0.125 1.82654292495829
"IPR015793" 11.6891092906054 0.125 1.46113866132568
"IPR000858" 13.6275340114845 0.0714285714285714 0.973395286534604
"IPR009110" 15.7578220406894 0.125 1.96972775508618
"IPR024682" 16.9534863629306 0.125 2.11918579536633
"IPR020961" 16.2181336197327 1 16.2181336197327
"IPR001812" 15.491858303817 0.5 7.74592915190848
"IPR022012" 20.7368624220538 0.5 10.3684312110269
"IPR013749" 11.4907613363018 0.0526315789473684 0.604776912436935
"IPR011444" 15.2623764576942 0.0625 0.953898528605887
"IPR018909" 19.9778705215576 1 19.9778705215576
"IPR014861" 16.8981433290868 1 16.8981433290868
"IPR007192" 16.2376297953585 0.2 3.2475259590717
"IPR020046" 11.8726762773995 0.166666666666667 1.97877937956658
"IPR000777" 5.64400365784357 0.25 1.41100091446089
"IPR000774" 11.7697470331537 0.25 2.94243675828843
"IPR017732" 12.8836728462785 0.2 2.5767345692557
"IPR001104" 12.8971741016128 0.05 0.644858705080638
"IPR004501" 10.9736500552394 0.142857142857143 1.56766429360562
"IPR018974" 12.7355625015205 0.25 3.18389062538013
"IPR003421" 15.1846367077446 0.111111111111111 1.68718185641607
"IPR002130" 7.74363823253911 0.0102040816326531 0.0790167166585624
"IPR024263" 19.9137401841379 1 19.9137401841379
"IPR007410" 12.9737777669237 0.333333333333333 4.32459258897456
"IPR016035" 9.75222487516704 0.00892857142857143 0.08707343638542
"IPR013319" 14.0460585507674 0.0714285714285714 1.00328989648339
"IPR015941" 9.91926376061673 0.0434782608695652 0.431272337418118
"IPR017920" 14.7042868185089 0.1 1.47042868185089
"IPR002789" 14.2024847090775 0.0833333333333333 1.18354039242313
"IPR000627" 12.369531682747 0.2 2.47390633654941
"IPR025166" 11.92975523676 0.0833333333333333 0.994146269730004
"IPR003647" 15.8485875046126 0.0833333333333333 1.32071562538438
"IPR008041" 17.4715178555328 0.166666666666667 2.9119196425888
"IPR025977" 16.1153740453075 0.2 3.2230748090615
"IPR010399" 14.4121625779164 0.166666666666667 2.40202709631939
"IPR023089" 12.3668457242502 0.5 6.18342286212511
"IPR024618" 15.409396143625 0.2 3.081879228725
"IPR012424" 16.0753583664596 1 16.0753583664596
"IPR000028" 13.983002846575 1 13.983002846575
"IPR006067" 10.5729225140086 0.0625 0.660807657125539
"IPR019832" 10.3982974420036 0.333333333333333 3.46609914733454
"IPR012347" 9.86123119845176 0.0153846153846154 0.15171124920695
"IPR007588" 14.2266307964092 0.05 0.711331539820462
"IPR006797" 13.610753652904 0.0769230769230769 1.04698105022338
"IPR010376" 14.4204938525083 0.0769230769230769 1.10926875788525
"IPR006131" 11.0994015373339 0.111111111111111 1.23326683748155
"IPR018978" 15.4571625625557 0.166666666666667 2.57619376042595
"IPR018878" 15.5793211450673 0.142857142857143 2.22561730643818
"IPR010303" 16.8299718264453 0.125 2.10374647830566
"IPR002138" 13.8079455201153 0.0666666666666667 0.920529701341017
"IPR018844" 18.3080191232499 0.5 9.15400956162495
"IPR000232" 11.3240483335436 0.0526315789473684 0.596002543870715
"IPR001761" 12.1306707784824 0.2 2.42613415569647
"IPR002900" 14.1153740453075 0.0454545454545455 0.641607911150341
"IPR000640" 8.61005868917127 0.0666666666666667 0.574003912611418
"IPR002650" 14.4758524457967 0.25 3.61896311144917
"IPR001606" 11.4102600846298 0.0227272727272727 0.259324092832496
"IPR024429" 18.4149343271664 0.25 4.6037335817916
"IPR016104" 16.1472832932622 0.5 8.07364164663112
"IPR001573" 16.9295074999962 1 16.9295074999962
"IPR021044" 17.6428862738448 1 17.6428862738448
"IPR015404" 14.4011285276414 0.0833333333333333 1.20009404397012
"IPR006619" 14.6028310902106 1 14.6028310902106
"IPR000716" 10.6839809122498 0.0208333333333333 0.222582935671871
"IPR013847" 11.7893940659131 0.25 2.94734851647826
"IPR010799" 15.3131808283657 0.5 7.65659041418284
"IPR019452" 15.9454490438652 0.111111111111111 1.77171656042947
"IPR025248" 17.2977507877961 0.25 4.32443769694902
"IPR018533" 16.702592519969 0.333333333333333 5.56753083998968
"IPR008916" 8.13587739582476 0.04 0.325435095832991
"IPR002104" 9.01701291797541 0.0416666666666667 0.375708871582309
"IPR004148" 12.0541378795598 0.0476190476190476 0.574006565693322
"IPR014089" 17.7934459504201 0.5 8.89672297521007
"IPR007119" 14.4977229258802 0.05 0.724886146294009
"IPR023100" 16.3874535907443 0.333333333333333 5.4624845302481
"IPR010618" 13.9020267635741 0.0769230769230769 1.06938667412108
"IPR022040" 17.1611777349206 0.333333333333333 5.72039257830688
"IPR008207" 8.60149843762084 0.0147058823529412 0.126492624082659
"IPR013149" 9.1139658509147 0.0204081632653061 0.185999303079892
"IPR014775" 14.1658391122905 0.2 2.8331678224581
"IPR003362" 11.687432712798 0.05 0.584371635639901
"IPR020825" 10.7486147169723 0.0588235294117647 0.632271453939549
"IPR009597" 14.7880459626776 1 14.7880459626776
"IPR000788" 8.90616439875015 0.0769230769230769 0.685089569134627
"IPR015864" 12.2920068052613 0.166666666666667 2.04866780087688
"IPR025595" 17.208483449699 0.333333333333333 5.73616114989966
"IPR001012" 11.804761263648 0.027027027027027 0.319047601720216
"IPR021045" 11.1824211531128 1 11.1824211531128
"IPR007701" 15.8942703199396 0.166666666666667 2.64904505332327
"IPR021949" 15.7162029514877 1 15.7162029514877
"IPR010788" 17.8827132885172 0.166666666666667 2.98045221475287
"IPR007717" 15.8750597159738 0.111111111111111 1.76389552399709
"IPR013769" 13.1588526819744 0.2 2.63177053639488
"IPR015791" 18.7934459504201 0.5 9.39672297521007
"IPR024329" 14.7351294548293 0.125 1.84189118185366
"IPR015395" 16.2327309959457 0.142857142857143 2.31896157084938
"IPR000045" 12.1787361063049 0.166666666666667 2.02978935105082
"IPR005149" 11.4208420352157 0.166666666666667 1.90347367253594
"IPR024976" 16.3392700572343 1 16.3392700572343
"IPR010973" 14.353822812863 0.25 3.58845570321576
"IPR006045" 11.7880459626776 0.2 2.35760919253551
"IPR024336" 16.3712129497371 0.166666666666667 2.72853549162285
"IPR023278" 15.8043069430519 0.333333333333333 5.26810231435064
"IPR024059" 24.4373021401949 1 24.4373021401949
"IPR025271" 17.1705155995 0.5 8.58525779974998
"IPR014010" 15.7719662230097 0.032258064516129 0.508773103968055
"IPR015203" 17.3498392989445 1 17.3498392989445
"IPR008979" 9.19267815578563 0.0024330900243309 0.0223666135177266
"IPR007705" 15.5424843768869 0.333333333333333 5.18082812562897
"IPR006500" 14.460022216695 0.111111111111111 1.60666913518833
"IPR005398" 14.9799212611223 0.125 1.87249015764029
"IPR000382" 15.4773002081268 0.5 7.73865010406339
"IPR009766" 20.3498392989445 1 20.3498392989445
"IPR023620" 11.3109203096522 0.25 2.82773007741306
"IPR013581" 15.9778705215576 0.333333333333333 5.32595684051919
"IPR022063" 17.4947876348556 0.5 8.74739381742781
"IPR015877" 16.1658391122905 0.2 3.2331678224581
"IPR018327" 14.8318226221332 0.25 3.7079556555333
"IPR009852" 16.6428862738448 0.2 3.32857725476895
"IPR019783" 14.1086272128669 0.5 7.05431360643346
"IPR016132" 12.2623764576942 0.0526315789473684 0.645388234615484
"IPR020817" 11.2611289910874 0.2 2.25222579821748
"IPR013806" 12.3141507074213 0.0149253731343284 0.183793294140616
"IPR018827" 16.3712129497371 0.333333333333333 5.4570709832457
"IPR009454" 17.0279112040572 0.0833333333333333 1.4189926003381
"IPR020992" 14.3041599277943 1 14.3041599277943
"IPR008965" 12.4867462431474 0.0119047619047619 0.148651740989849
"IPR007295" 12.6271322025302 0.25 3.15678305063255
"IPR019224" 17.3498392989445 0.5 8.67491964947226
"IPR018982" 11.8170823146874 0.0714285714285714 0.844077308191956
"IPR019752" 10.9257965444024 0.0666666666666667 0.728386436293492
"IPR000262" 11.6724305494588 0.111111111111111 1.29693672771764
"IPR007182" 13.6420741741662 0.333333333333333 4.5473580580554
"IPR021668" 16.9454490438652 0.2 3.38908980877304
"IPR022414" 11.7631098720492 0.333333333333333 3.92103662401639
"IPR001268" 11.011955088762 0.1 1.1011955088762
"IPR006926" 15.8411123840505 0.2 3.16822247681009
"IPR009349" 16.2327309959457 0.142857142857143 2.31896157084938
"IPR024267" 15.1266893585353 0.125 1.89083616981692
"IPR008973" 9.67398601596082 0.00520833333333333 0.0503853438331293
"IPR004300" 14.3131808283657 0.0833333333333333 1.19276506903047
"IPR016139" 15.2573930501799 0.5 7.62869652508997
"IPR024357" 18.9454490438652 0.5 9.4727245219326
"IPR020389" 19.8523396394737 1 19.8523396394737
"IPR013797" 14.9474541797556 0.2 2.98949083595111
"IPR025885" 11.9747998675976 0.166666666666667 1.99579997793293
"IPR021212" 16.6235209489778 1 16.6235209489778
"IPR013759" 10.3304938643118 0.0833333333333333 0.860874488692648
"IPR013941" 17.3712129497371 1 17.3712129497371
"IPR022542" 17.0110373854928 0.333333333333333 5.67034579516426
"IPR000836" 9.16197783806699 0.0175438596491228 0.160736453299421
"IPR022756" 19.0449847174161 1 19.0449847174161
"IPR021039" 17.8981433290868 0.333333333333333 5.96604777636228
"IPR023128" 16.1019117855009 0.5 8.05095589275047
"IPR024732" 15.8636549527015 0.142857142857143 2.26623642181451
"IPR012910" 8.28821000176901 0.0263157894736842 0.218110789520237
"IPR017595" 16.7162029514877 0.333333333333333 5.57206765049589
"IPR020070" 10.7843451610564 0.2 2.15686903221127
"IPR015106" 19.1893746267513 1 19.1893746267513
"IPR003677" 16.3983831509026 0.166666666666667 2.73306385848376
"IPR004518" 11.6275340114845 0.0588235294117647 0.68397258891085
"IPR023403" 20.7368624220538 0.2 4.14737248441075
"IPR023801" 10.994617772329 0.0303030303030303 0.333170235525122
"IPR011252" 13.1449805073928 0.111111111111111 1.46055338971031
"IPR024048" 18.506564802632 0.333333333333333 6.16885493421066
"IPR018826" 16.360486543144 0.25 4.09012163578601
"IPR006315" 11.6355937812784 0.032258064516129 0.375341734879948
"IPR006510" 17.6559424266702 0.5 8.8279712133351
"IPR005558" 18.7934459504201 1 18.7934459504201
"IPR001878" 6.56020377232864 0.00249376558603491 0.0163596104048096
"IPR009080" 9.48902617510023 0.0181818181818182 0.172527748638186
"IPR001029" 10.4604695501272 0.0416666666666667 0.435852897921968
"IPR010766" 12.932979691903 0.1 1.2932979691903
"IPR006048" 11.9592909690188 0.05 0.597964548450941
"IPR024343" 18.7934459504201 0.333333333333333 6.26448198347338
"IPR013583" 15.7059831091698 0.166666666666667 2.6176638515283
"IPR025991" 14.1426813913032 0.0625 0.883917586956453
"IPR006794" 16.4600222166949 0.333333333333333 5.48667407223165
"IPR001122" 12.2357907956947 0.333333333333333 4.07859693189824
"IPR007098" 17.3287776834167 1 17.3287776834167
"IPR001599" 12.985060899764 0.0476190476190476 0.618336233322098
"IPR006090" 9.76018815242974 0.111111111111111 1.08446535026997
"IPR000626" 9.95266802682509 0.0131578947368421 0.130956158247699
"IPR013613" 17.7648767982234 1 17.7648767982234
"IPR003176" 15.8411123840505 0.5 7.92055619202523
"IPR010402" 13.1398126390339 0.0588235294117647 0.772930155237287
"IPR001811" 11.8052157273597 0.25 2.95130393183992
"IPR025639" 17.0797501355768 0.25 4.2699375338942
"IPR013812" 11.237323132579 0.0263157894736842 0.29571902980471
"IPR022147" 14.9000837396563 0.333333333333333 4.96669457988542
"IPR005183" 14.1917494339392 0.333333333333333 4.73058314464639
"IPR021009" 17.4947876348556 1 17.4947876348556
"IPR017505" 17.1153740453075 1 17.1153740453075
"IPR015048" 14.9635963905755 0.2 2.99271927811509
"IPR012997" 13.0152373740221 0.166666666666667 2.16920622900368
"IPR011446" 18.6299472181373 1 18.6299472181373
"IPR015896" 11.9287645448475 0.2 2.38575290896951
"IPR005158" 12.4489724909638 0.032258064516129 0.401579757773025
"IPR017901" 14.4149343271664 0.0555555555555556 0.800829684842578
"IPR000336" 10.2043566375105 0.25 2.55108915937763
"IPR015945" 9.77585803826669 0.166666666666667 1.62930967304445
"IPR025919" 16.7790906574431 0.5 8.38954532872154
"IPR024473" 14.3274714859161 0.166666666666667 2.38791191431935
"IPR003200" 12.1423942592412 0.142857142857143 1.73462775132017
"IPR015920" 15.5762152341995 0.142857142857143 2.22517360488564
"IPR007618" 18.9454490438652 1 18.9454490438652
"IPR023750" 12.0300343759501 0.25 3.00750859398753
"IPR025479" 15.7613451072531 0.5 7.88067255362656
"IPR021915" 16.6235209489778 1 16.6235209489778
"IPR005638" 15.4401226592572 0.2 3.08802453185145
"IPR013967" 16.7862504490159 0.333333333333333 5.59541681633865
"IPR002534" 15.6891092906054 1 15.6891092906054
"IPR005528" 16.1846367077446 0.333333333333333 5.39487890258154
"IPR005089" 19.2673771387526 0.166666666666667 3.21122952312543
"IPR010339" 14.7473041687754 0.111111111111111 1.63858935208616
"IPR007502" 10.6999491555282 0.0434782608695652 0.465215180675141
"IPR005053" 14.1323804706132 0.142857142857143 2.01891149580188
"IPR006363" 13.9020267635741 0.166666666666667 2.31700446059568
"IPR006799" 17.6824146380314 1 17.6824146380314
"IPR013134" 16.040697359013 0.0769230769230769 1.23389979684715
"IPR001506" 11.1118561331989 0.0555555555555556 0.617325340733272
"IPR014896" 16.431677591001 0.5 8.21583879550049
"IPR011093" 16.093006232279 0.166666666666667 2.68216770537984
"IPR006976" 12.5481784839006 0.0909090909090909 1.14074349853642
"IPR005030" 18.6824146380314 1 18.6824146380314
"IPR009496" 16.5244128039649 1 16.5244128039649
"IPR008490" 11.9159470776366 0.0666666666666667 0.79439647184244
"IPR002529" 11.075906607029 0.125 1.38448832587862
"IPR003347" 10.3901782280808 0.00952380952380952 0.0989540783626747
"IPR010499" 10.885834187568 0.125 1.360729273446
"IPR012337" 7.33144477161815 0.00237529691211401 0.017414358127359
"IPR018602" 17.8225922960797 1 17.8225922960797
"IPR011945" 17.1611777349206 0.25 4.29029443373016
"IPR010065" 9.98931492923682 0.125 1.2486643661546
"IPR016021" 12.1024702120769 0.027027027027027 0.327093789515591
"IPR000312" 9.78686740482084 0.0666666666666667 0.652457826988056
"IPR010566" 14.5638580276795 0.166666666666667 2.42730967127991
"IPR002792" 10.1415332057744 0.0263157894736842 0.266882452783536
"IPR002145" 11.9426965245236 0.0303030303030303 0.361899894682535
"IPR011666" 16.5364353322141 0.5 8.26821766610706
"IPR025349" 16.8079455201153 0.333333333333333 5.60264850670509
"IPR012744" 13.6699452860692 0.125 1.70874316075865
"IPR012989" 13.2549077867903 0.0909090909090909 1.20499161698094
"IPR011234" 10.0394269983342 0.0303030303030303 0.30422506055558
"IPR016029" 16.7162029514877 1 16.7162029514877
"IPR024352" 15.8598733121591 0.5 7.92993665607956
"IPR011871" 15.0797501355768 0.0909090909090909 1.37088637596153
"IPR007897" 15.3366398011897 1 15.3366398011897
"IPR013116" 12.4271237361743 0.25 3.10678093404358
"IPR010132" 15.3712129497371 0.166666666666667 2.56186882495618
"IPR002772" 10.2439307903734 0.0196078431372549 0.200861388046537
"IPR004012" 12.1643808133279 0.0294117647058824 0.357775906274349
"IPR022033" 15.7898437137399 0.0909090909090909 1.43544033761272
"IPR024641" 17.5304115445863 0.333333333333333 5.84347051486212
"IPR015369" 15.9020267635741 0.5 7.95101338178703
"IPR003731" 11.8281234020529 0.0555555555555556 0.657117966780716
"IPR020897" 16.4773002081268 1 16.4773002081268
"IPR019134" 14.7076813966418 0.166666666666667 2.45128023277364
"IPR007380" 15.3498392989445 0.5 7.67491964947226
"IPR009594" 13.7952504472669 0.25 3.44881261181672
"IPR019478" 12.9783829332273 0.2 2.59567658664545
"IPR002653" 13.0189224208299 0.1 1.30189224208299
"IPR024584" 16.3028758199739 0.2 3.26057516399479
"IPR014786" 15.6461392516398 0.333333333333333 5.21537975054662
"IPR010643" 16.0797501355768 0.25 4.0199375338942
"IPR012844" 13.9737777669237 1 13.9737777669237
"IPR025687" 15.1846367077446 0.142857142857143 2.16923381539209
"IPR008669" 17.8981433290868 0.333333333333333 5.96604777636228
"IPR025684" 15.6790789254681 1 15.6790789254681
"IPR000728" 10.3614052178371 0.125 1.29517565222964
"IPR010383" 14.279955204832 0.25 3.56998880120801
"IPR014751" 15.6012517851368 0.0476190476190476 0.742916751673181
"IPR007349" 13.7256351666305 0.25 3.43140879165763
"IPR013272" 14.3458667538713 0.142857142857143 2.04940953626732
"IPR003827" 14.9615687092285 0.166666666666667 2.49359478487141
"IPR013999" 16.0885739859638 0.5 8.0442869929819
"IPR000467" 11.0704335540278 0.0135135135135135 0.149600453432808
"IPR000432" 9.75732729872462 0.03125 0.304916478085144
"IPR018302" 18.6824146380314 0.5 9.3412073190157
"IPR009743" 19.3498392989445 1 19.3498392989445
"IPR006531" 11.4080149132266 0.04 0.456320596529065
"IPR003888" 13.8299718264453 0.0454545454545455 0.628635083020239
"IPR024658" 17.5424843768869 0.2 3.50849687537738
"IPR025422" 15.7543075565132 0.2 3.15086151130264
"IPR011635" 14.146131440873 0.0112359550561798 0.158945297088461
"IPR023314" 22.8523396394737 1 22.8523396394737
"IPR009826" 14.9819749198903 0.5 7.49098745994515
"IPR008210" 11.5430527773306 0.333333333333333 3.84768425911021
"IPR003489" 10.140099257698 0.0909090909090909 0.92182720524527
"IPR022502" 18.3498392989445 0.333333333333333 6.11661309964818
"IPR019590" 15.8485875046126 0.333333333333333 5.28286250153753
"IPR024549" 17.8079455201153 1 17.8079455201153
"IPR018713" 13.7826661116669 0.25 3.44566652791672
"IPR022591" 15.8561015582699 0.166666666666667 2.64268359304498
"IPR008613" 13.4686353469997 0.04 0.538745413879986
"IPR013758" 10.7594724069791 0.142857142857143 1.5370674867113
"IPR024253" 14.1775588765041 0.333333333333333 4.72585295883469
"IPR012810" 15.1518999213326 0.2 3.03037998426652
"IPR009605" 18.7934459504201 0.333333333333333 6.26448198347338
"IPR023130" 17.5184389029203 1 17.5184389029203
"IPR014827" 14.7648767982234 0.142857142857143 2.10926811403191
"IPR010493" 12.904946214906 0.333333333333333 4.30164873830201
"IPR024436" 18.1153740453075 1 18.1153740453075
"IPR009723" 16.0449847174161 0.25 4.01124617935403
"IPR019665" 15.3578173563681 0.5 7.67890867818403
"IPR012938" 12.6983654585187 0.0526315789473684 0.668335024132565
"IPR024382" 17.7368624220538 1 17.7368624220538
"IPR021015" 18.2875550206902 1 18.2875550206902
"IPR008763" 14.4543085655006 0.333333333333333 4.81810285516685
"IPR022713" 21.2673771387526 1 21.2673771387526
"IPR012987" 17.3392700572343 0.5 8.66963502861717
"IPR005160" 14.3366398011897 0.125 1.79207997514871
"IPR008546" 17.3712129497371 0.333333333333333 5.79040431657903
"IPR006914" 14.9374562531117 0.0666666666666667 0.995830416874111
"IPR023306" 10.9857046439365 0.0714285714285714 0.784693188852605
"IPR015364" 17.7934459504201 0.5 8.89672297521007
"IPR001138" 8.1103636142345 0.00694444444444444 0.0563219695432951
"IPR003307" 12.7312378728599 0.0909090909090909 1.15738526116908
"IPR014019" 14.5808766115693 0.0769230769230769 1.12160589319764
"IPR024425" 13.8627086128573 0.25 3.46567715321431
"IPR019466" 15.279955204832 0.142857142857143 2.18285074354743
"IPR002577" 10.4735932216811 0.1 1.04735932216811
"IPR007191" 16.2474775813149 0.25 4.06186939532871
"IPR009798" 18.6559424266702 0.5 9.3279712133351
"IPR019348" 17.2774308034165 0.5 8.63871540170824
"IPR002100" 9.21507325905934 0.0277777777777778 0.255974257196093
"IPR010619" 12.5550412110951 0.111111111111111 1.39500457901056
"IPR021940" 17.3820197046937 0.333333333333333 5.79400656823123
"IPR015086" 17.5304115445863 0.5 8.76520577229317
"IPR018709" 14.4401226592572 0.333333333333333 4.81337421975241
"IPR003759" 10.4093097779725 0.05 0.520465488898627
"IPR002351" 20.4373021401949 0.5 10.2186510700974
"IPR024056" 13.4845608930084 1 13.4845608930084
"IPR000845" 10.5264720588983 0.02 0.210529441177966
"IPR009060" 10.6542015870726 0.00598802395209581 0.0637976142938479
